91.65,68.90,91.78,90.26,116.32,85.75,116.32,64.39,number
94.09,102.43,94.46,123.31,119.21,119.06,119.09,98.43,number
94.21,127.93,94.46,148.18,119.84,144.43,119.59,124.06,number
94.84,152.56,94.96,172.18,119.71,169.18,119.71,149.68,number
96.96,180.68,97.59,200.93,121.71,198.06,121.34,178.18,number
98.09,211.43,98.34,231.68,122.84,227.93,122.59,207.81,number
101.23,290.79,102.23,306.54,126.73,305.41,125.98,289.16,number
102.36,307.79,102.98,322.79,127.48,321.91,126.86,307.04,number
102.86,324.29,103.36,339.16,127.61,338.41,127.23,323.16,number
103.61,340.16,104.23,355.79,128.61,355.16,127.73,339.41,number
104.23,356.54,104.36,372.29,129.48,372.41,128.86,356.16,number
105.36,373.54,105.86,388.66,129.98,388.54,129.48,373.16,number
105.86,389.66,106.11,404.66,130.73,404.91,130.23,389.41,number
106.48,405.91,106.48,420.41,131.23,421.04,130.61,406.16,number
106.61,421.54,106.98,437.66,132.36,438.54,131.61,422.66,number
