79.96,14.91,75.59,56.44,129.07,47.34,131.91,3.91,number
78.04,86.23,75.54,128.23,129.79,119.60,131.04,77.10,number
73.79,140.73,71.54,182.98,125.16,176.85,126.66,133.35,number
71.04,192.23,67.79,236.35,121.79,231.48,124.66,187.85,number
70.00,256.65,68.00,299.90,123.25,297.15,125.75,252.65,number
66.50,324.27,64.75,367.90,120.00,365.27,121.75,321.15,number
59.94,507.16,58.06,542.66,112.06,544.53,113.06,506.53,number
57.81,544.91,56.56,580.53,111.06,584.41,112.31,546.91,number
56.56,582.78,55.31,619.03,109.69,623.91,111.44,586.66,number
54.81,620.53,53.06,657.53,107.69,663.66,109.06,626.16,number
52.69,659.66,51.31,696.66,106.69,704.28,108.31,666.28,number
51.19,699.28,50.44,736.78,105.81,744.78,106.31,707.16,number
50.19,738.53,48.81,775.66,103.81,785.78,104.81,747.53,number
48.56,777.66,46.31,814.91,101.44,827.41,103.44,788.28,number
45.81,816.16,42.94,855.28,99.69,868.66,101.19,829.28,number
37.35,877.17,29.63,990.92,287.34,988.99,293.13,879.10,plate
