136.94,66.19,137.45,114.68,205.08,105.49,204.57,56.49,number
138.47,116.21,138.98,164.70,206.61,158.07,205.85,109.32,number
141.53,168.78,143.06,216.76,211.21,210.64,209.93,162.40,number
143.57,218.30,145.87,265.00,213.25,261.94,211.46,213.19,number
145.79,266.41,147.38,313.32,215.59,311.96,214.46,264.37,number
148.28,314.91,150.10,361.37,216.04,361.59,214.23,314.68,number
150.10,362.95,150.78,409.18,218.53,410.77,216.95,364.77,number
152.14,410.77,152.82,455.87,217.86,459.72,217.86,413.49,number
152.82,457.91,155.08,504.36,220.35,508.67,218.53,461.99,number
154.71,508.97,157.35,553.99,222.71,561.46,219.91,515.24,number
157.98,555.58,159.74,599.14,224.78,607.93,222.83,563.39,number
159.74,601.09,161.50,645.04,225.37,655.39,224.20,610.66,number
162.08,648.36,163.45,689.77,228.49,702.07,225.96,659.10,number
163.26,692.50,164.23,735.08,227.71,748.56,226.54,705.98,number
164.62,738.40,165.80,780.98,229.67,795.63,228.10,752.08,number
167.11,782.55,168.51,824.80,231.29,842.14,229.89,798.10,number
169.82,826.23,170.33,867.73,232.42,887.98,231.23,845.45,number
170.67,869.95,171.86,911.96,233.95,933.06,232.42,890.70,number
172.37,914.17,172.88,954.49,234.63,976.43,233.61,934.76,number
