68.75,44.56,69.05,63.33,95.36,55.05,94.92,36.16,number
69.68,64.07,69.43,81.69,96.06,74.19,96.06,56.82,number
69.93,82.07,69.93,99.82,95.81,92.82,95.81,75.32,number
69.93,101.07,69.81,118.82,96.31,112.19,96.06,94.57,number
69.93,119.94,70.06,137.19,96.56,130.44,96.43,113.57,number
70.06,138.44,70.31,155.94,96.18,149.44,95.93,132.32,number
70.68,157.07,70.68,174.19,96.43,168.57,96.68,151.44,number
70.31,175.69,70.31,192.32,97.06,187.32,96.81,170.82,number
70.68,193.44,70.31,210.82,97.18,206.57,97.18,188.82,number
71.18,280.32,69.93,302.57,97.31,299.82,97.81,277.94,number
70.31,306.19,70.06,328.32,96.31,325.82,96.93,303.57,number
70.31,333.19,69.81,355.69,96.56,353.69,96.68,332.07,number
68.81,371.69,68.81,392.69,94.93,391.44,95.06,370.57,number
70.43,398.19,70.68,420.32,97.18,419.57,96.93,397.57,number
71.06,426.07,71.06,449.07,98.06,448.57,98.06,426.32,number
70.31,462.94,70.06,484.44,96.43,485.07,96.31,463.69,number
70.68,496.32,70.56,517.19,96.43,518.32,97.06,496.94,number
70.81,520.94,71.18,542.57,98.18,543.69,97.43,521.57,number
70.43,557.19,70.31,577.57,96.18,579.32,95.81,558.94,number
70.93,587.69,70.81,608.44,96.81,611.19,96.18,590.19,number
70.56,617.32,70.43,638.69,97.81,641.07,97.56,620.07,number
70.18,646.57,69.93,667.82,96.31,671.07,96.31,649.94,number
70.56,676.57,70.18,697.32,96.43,701.82,96.18,680.94,number
69.56,705.07,69.31,725.32,94.56,730.69,94.31,710.07,number
65.70,215.11,66.31,268.28,185.49,276.23,187.93,224.28,plate
