111.83,48.08,170.95,36.95,172.33,77.20,111.95,85.83,number
113.95,89.08,173.08,81.33,174.33,119.70,114.58,127.83,number
115.45,131.95,115.70,169.45,175.45,162.45,175.33,123.45,number
116.33,171.95,175.95,164.83,176.83,203.83,116.83,210.70,number
32.68,346.68,67.05,343.43,68.05,388.81,33.68,390.06,number
32.80,395.31,67.68,394.93,69.18,439.93,34.05,438.68,number
37.68,455.43,73.68,458.56,74.80,503.81,38.30,498.43,number
37.55,506.18,71.43,513.43,72.30,556.43,38.93,547.81,number
38.68,572.18,71.93,582.43,74.18,626.31,40.55,614.56,number
38.80,620.93,72.93,633.93,74.05,677.68,41.05,663.06,number
41.93,684.31,75.18,700.43,75.43,743.43,42.68,724.93,number
42.93,729.31,74.30,746.56,75.18,790.06,44.30,770.06,number
45.30,777.43,46.80,817.68,78.55,839.18,77.55,797.56,number
47.43,823.31,79.43,845.68,80.68,887.93,49.05,864.43,number
129.48,217.56,131.07,329.44,377.11,328.91,376.58,225.51,plate
