72.01,27.35,117.02,17.70,118.43,47.25,73.82,57.90,number
73.21,61.11,119.84,50.06,121.44,81.01,75.02,91.66,number
18.09,202.49,20.84,238.12,44.84,229.62,41.09,190.87,number
21.34,240.87,44.09,233.49,46.47,267.74,23.72,275.74,number
26.47,287.37,28.22,321.87,51.84,316.87,49.84,281.24,number
28.09,326.74,52.34,323.99,55.22,359.99,31.59,361.99,number
32.47,380.12,56.97,378.12,59.84,413.37,35.34,413.99,number
34.09,417.74,58.47,417.37,61.84,452.12,38.34,451.37,number
38.59,465.62,63.34,467.74,64.84,502.99,40.47,499.87,number
41.72,502.24,64.72,506.24,67.59,539.74,43.84,534.62,number
44.72,538.62,68.59,543.62,71.34,576.74,47.22,571.12,number
85.06,94.06,90.18,181.52,284.53,179.48,280.44,96.62,plate
