62.97,47.55,65.63,121.57,138.32,117.57,135.39,37.69,number
67.27,141.77,70.89,214.12,144.20,214.60,138.66,139.84,number
69.68,224.25,73.06,293.94,147.58,299.49,142.76,227.14,number
75.23,350.86,78.12,411.63,144.69,422.97,142.76,358.09,number
82.71,444.67,85.60,508.10,152.89,524.98,149.75,459.87,number
88.01,534.63,90.91,596.85,155.06,616.38,151.68,554.16,number
92.83,619.47,96.01,678.56,159.42,703.33,156.92,642.65,number
95.10,701.51,97.83,758.32,157.60,786.50,156.01,730.14,number
98.51,770.37,100.56,825.14,160.33,855.14,158.05,797.19,number
101.24,847.41,103.06,901.72,162.37,935.36,160.78,881.27,number
