164.24,98.93,163.12,135.11,216.05,128.64,216.27,91.79,number
165.42,138.84,165.42,172.60,216.66,165.73,217.64,131.57,number
166.60,173.78,166.01,208.72,217.45,203.42,217.84,167.69,number
168.37,209.70,167.78,243.47,219.02,239.74,220.59,204.60,number
168.17,244.64,167.78,278.41,220.19,274.68,219.80,240.91,number
170.62,280.16,170.99,313.27,221.31,310.87,221.86,276.83,number
167.29,314.20,166.74,347.13,216.13,345.65,215.94,312.17,number
169.33,348.61,168.22,382.27,218.72,382.09,220.01,348.24,number
169.70,382.64,170.07,415.75,220.01,416.31,220.01,383.38,number
169.88,416.86,170.44,450.53,221.31,450.53,220.38,416.86,number
101.19,558.62,100.65,593.29,128.75,600.94,128.03,564.49,number
