68.64,22.84,124.51,26.34,125.51,63.34,69.26,60.59,number
69.64,67.34,71.14,102.59,126.14,107.97,125.01,70.84,number
71.89,104.34,126.64,110.34,128.26,146.97,73.26,140.59,number
73.76,143.59,128.51,150.34,130.39,186.84,74.89,178.47,number
75.39,181.46,129.89,189.84,131.01,226.59,76.14,216.09,number
76.76,219.34,130.51,229.09,131.51,265.09,77.51,253.84,number
77.76,256.84,131.64,269.21,132.64,304.34,78.51,291.59,number
79.64,295.59,131.76,308.09,133.01,342.96,80.76,329.09,number
81.14,331.71,134.26,345.96,134.76,380.09,81.76,365.21,number
82.26,368.21,135.26,383.59,136.01,419.34,83.26,401.84,number
83.26,404.84,135.76,421.34,135.64,456.09,83.76,437.71,number
