100.33,45.95,159.95,38.83,160.83,77.83,100.83,84.70,number
16.68,220.68,51.05,217.43,52.05,262.81,17.68,264.06,number
16.80,269.31,51.68,268.93,53.18,313.93,18.05,312.68,number
21.68,329.43,57.68,332.56,58.80,377.81,22.30,372.43,number
21.55,380.18,55.43,387.43,56.30,430.43,22.93,421.81,number
22.68,446.18,55.93,456.43,58.18,500.31,24.55,488.56,number
22.80,494.93,56.93,507.93,58.05,551.68,25.05,537.06,number
25.93,558.31,59.18,574.43,59.43,617.43,26.68,598.93,number
26.93,603.31,58.30,620.56,59.18,664.06,28.30,644.06,number
29.30,651.43,30.80,691.68,62.55,713.18,61.55,671.56,number
31.43,697.31,63.43,719.68,64.68,761.93,33.05,738.43,number
31.30,742.68,64.30,766.93,63.55,808.43,31.68,781.18,number
113.48,91.56,115.07,203.44,361.11,202.91,360.58,99.51,plate
