86.38,72.47,130.13,62.72,127.26,96.97,83.63,106.34,number
85.63,130.34,130.13,121.59,128.13,154.97,84.01,163.72,number
82.76,174.84,126.13,167.22,124.88,201.09,81.63,207.72,number
81.13,216.97,78.63,250.34,122.01,244.72,124.01,210.97,number
79.88,267.09,78.63,301.47,123.26,296.34,124.26,261.22,number
77.51,321.22,76.01,355.09,121.76,350.72,122.38,316.84,number
72.85,464.06,116.35,462.43,116.23,492.18,71.60,492.81,number
71.60,494.56,70.98,522.81,115.85,523.06,116.48,494.18,number
70.73,524.93,70.23,552.81,114.73,554.06,115.73,525.43,number
69.23,554.81,114.48,556.43,113.98,584.31,68.60,582.81,number
68.35,585.81,67.48,613.43,112.73,615.93,113.73,587.43,number
67.10,616.68,112.23,618.81,111.85,648.18,66.35,644.18,number
66.23,645.93,65.48,675.06,110.48,679.06,111.48,649.93,number
65.10,677.06,109.73,681.93,109.23,711.06,63.85,705.56,number
63.60,708.06,108.48,714.06,107.10,742.93,62.23,736.43,number
86.08,363.25,82.37,449.14,278.86,462.11,280.71,383.03,plate
57.65,750.81,51.89,838.90,251.12,841.52,255.84,756.58,plate
