7.79,16.69,7.29,41.94,37.54,31.57,37.66,6.57,number
8.41,117.07,8.16,138.07,37.16,129.82,37.41,108.57,number
8.66,139.19,37.04,131.19,37.16,150.82,8.54,157.82,number
9.29,160.19,37.66,153.32,37.54,172.19,9.16,178.94,number
9.04,181.19,37.41,174.57,37.04,193.82,8.91,199.82,number
9.04,201.82,8.91,220.57,38.04,215.19,38.29,195.32,number
9.16,222.32,9.66,241.32,38.04,236.19,37.91,216.44,number
9.29,242.69,9.79,261.69,38.29,256.94,38.66,238.19,number
9.79,263.32,9.79,281.94,37.41,278.19,38.29,258.94,number
9.29,283.57,9.16,302.69,38.79,299.44,38.66,279.44,number
9.79,381.57,8.91,404.57,39.04,403.69,39.41,379.82,number
9.29,409.69,8.29,433.32,37.66,431.57,38.91,407.57,number
8.79,439.32,8.54,464.07,37.79,463.44,38.66,437.82,number
6.54,483.44,36.29,482.94,36.04,506.44,6.29,506.82,number
8.66,513.32,8.66,537.32,37.54,537.57,38.04,513.19,number
9.54,545.44,9.16,568.32,38.29,568.82,38.54,545.69,number
8.29,585.19,8.04,609.19,37.16,611.07,37.41,586.82,number
8.79,622.19,8.29,645.94,37.41,648.57,37.29,624.57,number
9.29,650.44,9.29,674.07,38.66,676.57,37.79,653.57,number
7.29,689.57,7.16,714.32,37.16,716.57,36.91,692.82,number
7.16,725.07,36.41,728.57,36.54,752.19,7.41,748.82,number
7.41,758.69,7.29,782.19,36.29,786.32,35.91,762.82,number
6.91,791.32,6.41,815.32,36.04,819.82,35.79,796.19,number
7.29,824.19,7.04,848.19,36.79,854.32,36.66,830.94,number
6.29,857.44,5.66,879.32,36.16,886.57,36.04,863.07,number
34.66,956.82,33.04,976.07,3.91,966.69,4.54,948.32,number
14.72,39.58,13.46,102.63,151.60,114.99,151.28,56.69,plate
5.86,309.11,4.26,366.14,137.87,373.83,140.44,318.08,plate
3.84,892.19,2.96,947.77,137.52,939.83,139.72,885.13,plate
