75.07,88.13,76.41,139.10,111.83,117.88,108.99,63.06,number
76.91,141.61,78.25,192.24,113.00,172.19,110.83,121.05,number
77.74,200.43,77.91,251.90,113.67,235.52,111.17,181.04,number
77.74,261.42,78.08,312.06,112.67,298.19,111.17,245.21,number
172.86,345.33,173.32,395.58,236.28,391.04,234.77,339.12,number
171.16,429.72,171.59,480.93,235.48,479.78,234.34,426.59,number
173.01,495.05,173.30,546.68,237.91,546.39,237.19,493.33,number
170.30,553.09,171.87,604.87,238.62,607.01,237.77,553.38,number
170.73,643.95,171.87,695.01,235.91,699.57,234.48,646.09,number
174.44,716.97,173.87,767.03,239.48,774.16,238.34,721.68,number
175.01,788.00,176.15,837.77,237.62,846.62,237.77,792.99,number
176.44,857.46,176.72,904.95,240.05,916.79,240.62,864.73,number
175.30,925.20,175.30,974.41,236.48,987.39,236.05,936.18,number
174.87,982.68,175.01,1031.32,237.19,1046.72,236.62,996.66,number
174.44,1051.43,174.87,1099.92,237.19,1117.32,236.48,1068.11,number
178.15,1130.72,179.43,1178.50,239.48,1197.33,238.91,1148.12,number
