84.97,56.55,87.63,130.57,160.32,126.57,157.39,46.69,number
89.27,150.77,92.89,223.12,166.20,223.60,160.66,148.84,number
91.68,233.25,95.06,302.94,169.58,308.49,164.76,236.14,number
97.23,359.86,100.12,420.63,166.69,431.97,164.76,367.09,number
104.71,453.67,107.60,517.10,174.89,533.98,171.75,468.87,number
110.01,543.63,112.91,605.85,177.06,625.38,173.68,563.16,number
114.83,628.47,118.01,687.56,181.42,712.33,178.92,651.65,number
117.10,710.51,119.83,767.32,179.60,795.50,178.01,739.14,number
120.51,779.37,122.56,834.14,182.33,864.14,180.05,806.19,number
123.24,856.41,125.06,910.72,184.37,944.36,182.78,890.27,number
130.74,945.04,134.15,996.63,190.73,1032.99,188.01,979.13,number
138.79,1051.21,141.07,1149.36,464.05,1149.36,468.61,1042.08,plate
