5.98,31.95,5.98,74.71,56.53,64.65,56.28,19.12,number
7.24,196.93,6.12,233.11,59.05,226.64,59.27,189.79,number
8.42,236.84,8.42,270.60,59.66,263.73,60.64,229.57,number
9.60,271.78,9.01,306.72,60.45,301.42,60.84,265.69,number
11.37,307.70,10.78,341.47,62.02,337.74,63.59,302.60,number
11.17,342.64,10.78,376.41,63.19,372.68,62.80,338.91,number
13.62,378.16,13.99,411.27,64.31,408.87,64.86,374.83,number
10.29,412.20,9.74,445.13,59.13,443.65,58.94,410.17,number
12.33,446.61,11.22,480.27,61.72,480.09,63.01,446.24,number
12.70,480.64,13.07,513.75,63.01,514.31,63.01,481.38,number
12.88,514.86,13.44,548.53,64.31,548.53,63.38,514.86,number
4.65,84.50,5.37,184.38,228.80,192.31,233.35,95.36,plate
23.47,559.28,24.19,650.47,234.80,640.34,237.69,551.32,plate
