13.29,6.69,13.79,25.69,42.29,20.94,42.66,2.19,number
13.79,27.32,13.79,45.94,41.41,42.19,42.29,22.94,number
13.29,47.57,13.16,66.69,42.79,63.44,42.66,43.44,number
13.79,145.57,12.91,168.57,43.04,167.69,43.41,143.82,number
13.29,173.69,12.29,197.32,41.66,195.57,42.91,171.57,number
12.79,203.32,12.54,228.07,41.79,227.44,42.66,201.82,number
10.54,247.44,40.29,246.94,40.04,270.44,10.29,270.82,number
12.66,277.32,12.66,301.32,41.54,301.57,42.04,277.19,number
13.54,309.44,13.16,332.32,42.29,332.82,42.54,309.69,number
12.29,349.19,12.04,373.19,41.16,375.07,41.41,350.82,number
12.79,386.19,12.29,409.94,41.41,412.57,41.29,388.57,number
13.29,414.44,13.29,438.07,42.66,440.57,41.79,417.57,number
11.29,453.57,11.16,478.32,41.16,480.57,40.91,456.82,number
11.16,489.07,40.41,492.57,40.54,516.19,11.41,512.82,number
11.41,522.69,11.29,546.19,40.29,550.32,39.91,526.82,number
10.91,555.32,10.41,579.32,40.04,583.82,39.79,560.19,number
11.29,588.19,11.04,612.19,40.79,618.32,40.66,594.94,number
10.29,621.44,9.66,643.32,40.16,650.57,40.04,627.07,number
38.66,720.82,37.04,740.07,7.91,730.69,8.54,712.32,number
8.66,732.94,7.66,752.44,36.91,761.07,37.54,741.94,number
9.86,73.11,8.26,130.14,141.87,137.83,144.44,82.08,plate
7.84,656.19,6.96,711.77,141.52,703.83,143.72,649.13,plate
