34.83,4.69,35.58,26.94,62.58,24.31,63.08,2.19,number
35.83,39.06,36.58,61.44,63.33,58.94,62.70,37.06,number
39.58,131.81,39.58,149.06,65.83,148.56,65.33,130.69,number
40.45,150.69,40.95,168.06,67.33,167.81,66.70,150.31,number
40.83,169.19,41.33,186.44,68.83,186.81,67.33,169.19,number
41.83,187.81,42.08,205.56,69.20,205.69,68.95,187.94,number
42.33,207.19,42.45,224.44,69.20,224.94,68.95,207.69,number
43.20,226.31,43.33,243.81,69.95,244.19,69.33,226.69,number
42.70,244.94,43.45,262.56,71.20,263.94,70.58,246.19,number
44.20,263.44,44.08,281.19,71.20,282.56,71.33,265.69,number
44.58,282.94,44.70,299.69,71.58,301.69,71.20,285.06,number
47.20,373.69,47.58,394.81,74.58,398.69,74.45,377.19,number
47.20,398.31,47.45,420.56,74.95,425.19,74.58,403.06,number
48.20,426.81,48.58,449.31,75.95,453.44,75.83,431.06,number
47.58,466.94,47.45,488.44,73.95,493.81,74.45,470.94,number
50.08,496.06,50.08,517.56,76.58,522.94,77.08,500.31,number
51.33,524.94,51.58,546.94,79.33,553.06,78.70,531.19,number
