111.33,8.31,111.45,31.69,138.95,27.81,139.08,3.69,number
111.95,35.94,111.58,58.56,138.33,55.94,138.83,33.06,number
113.83,69.69,114.58,91.94,141.58,89.31,142.08,67.19,number
114.83,104.06,115.58,126.44,142.33,123.94,141.70,102.06,number
118.58,196.81,118.58,214.06,144.83,213.56,144.33,195.69,number
119.45,215.69,119.95,233.06,146.33,232.81,145.70,215.31,number
119.83,234.19,120.33,251.44,147.83,251.81,146.33,234.19,number
120.83,252.81,121.08,270.56,148.20,270.69,147.95,252.94,number
121.33,272.19,121.45,289.44,148.20,289.94,147.95,272.69,number
122.20,291.31,122.33,308.81,148.95,309.19,148.33,291.69,number
121.70,309.94,122.45,327.56,150.20,328.94,149.58,311.19,number
123.20,328.44,123.08,346.19,150.20,347.56,150.33,330.69,number
123.58,347.94,123.70,364.69,150.58,366.69,150.20,350.06,number
126.20,438.69,126.58,459.81,153.58,463.69,153.45,442.19,number
126.20,463.31,126.45,485.56,153.95,490.19,153.58,468.06,number
127.20,491.81,127.58,514.31,154.95,518.44,154.83,496.06,number
122.05,133.64,123.69,187.66,249.74,184.72,247.12,132.66,plate
121.44,373.66,122.21,426.97,245.71,422.37,244.56,370.59,plate
