166.23,61.79,167.23,77.54,191.73,76.41,190.98,60.16,number
167.36,78.79,167.98,93.79,192.48,92.91,191.86,78.04,number
167.86,95.29,168.36,110.16,192.61,109.41,192.23,94.16,number
168.61,111.16,169.23,126.79,193.61,126.16,192.73,110.41,number
169.23,127.54,169.36,143.29,194.48,143.41,193.86,127.16,number
170.36,144.54,170.86,159.66,194.98,159.54,194.48,144.16,number
170.86,160.66,171.11,175.66,195.73,175.91,195.23,160.41,number
171.48,176.91,171.48,191.41,196.23,192.04,195.61,177.16,number
171.61,192.54,171.98,208.66,197.36,209.54,196.61,193.66,number
174.52,269.93,174.39,290.18,199.27,292.55,199.02,271.43,number
175.27,293.18,174.89,312.18,198.64,314.80,198.64,295.43,number
175.89,317.68,175.52,337.05,200.52,339.55,200.14,320.18,number
175.02,350.55,175.14,371.05,199.02,375.18,198.64,353.93,number
178.02,375.18,178.14,395.68,201.52,399.05,201.27,378.80,number
179.02,400.43,179.27,421.43,203.52,424.55,203.02,403.93,number
179.64,433.18,179.27,453.68,203.64,458.93,203.39,439.18,number
180.52,463.30,180.27,483.30,204.27,488.43,204.02,469.18,number
181.77,486.43,182.39,506.43,205.77,511.80,205.52,491.80,number
181.64,518.43,182.02,538.55,206.27,544.55,205.52,524.05,number
170.55,7.19,172.27,53.75,279.15,52.98,277.12,7.78,plate
170.39,214.77,170.73,261.68,277.46,255.90,276.78,211.71,plate
