157.61,11.16,158.23,26.79,182.61,26.16,181.73,10.41,number
158.23,27.54,158.36,43.29,183.48,43.41,182.86,27.16,number
159.36,44.54,159.86,59.66,183.98,59.54,183.48,44.16,number
159.86,60.66,160.11,75.66,184.73,75.91,184.23,60.41,number
160.48,76.91,160.48,91.41,185.23,92.04,184.61,77.16,number
160.61,92.54,160.98,108.66,186.36,109.54,185.61,93.66,number
163.52,169.93,163.39,190.18,188.27,192.55,188.02,171.43,number
164.27,193.18,163.89,212.18,187.64,214.80,187.64,195.43,number
164.89,217.68,164.52,237.05,189.52,239.55,189.14,220.18,number
164.02,250.55,164.14,271.05,188.02,275.18,187.64,253.93,number
159.39,114.77,159.73,161.68,266.46,155.90,265.78,111.71,plate
