232.98,51.74,232.98,99.16,304.69,87.59,304.69,39.88,number
235.29,102.05,235.87,147.15,306.42,137.32,305.84,90.19,number
234.71,148.60,236.45,195.15,307.87,186.48,306.71,139.35,number
139.30,355.62,141.90,408.25,181.51,405.93,178.62,350.42,number
179.49,411.14,181.80,466.65,143.64,464.92,140.74,412.58,number
146.42,483.09,148.08,535.13,190.82,541.12,188.96,485.57,number
147.87,542.77,149.93,593.36,189.37,602.65,186.90,548.76,number
149.44,621.38,152.49,671.93,192.36,684.72,189.69,631.87,number
152.30,679.18,154.78,728.59,192.55,744.43,190.45,691.97,number
154.97,753.20,155.73,801.66,193.88,822.26,192.93,770.18,number
254.28,206.41,257.77,332.92,540.68,332.92,541.42,212.21,plate
