285.37,13.31,286.21,41.13,328.78,35.86,328.36,7.62,number
283.26,41.76,282.00,69.58,324.99,66.00,325.41,38.39,number
284.31,70.21,284.10,97.40,326.46,95.71,326.67,67.89,number
285.58,99.08,285.37,125.84,327.30,123.53,326.88,97.18,number
286.00,126.69,285.58,153.66,328.36,153.24,327.72,126.05,number
229.03,244.53,229.78,275.78,253.91,277.83,253.35,246.02,number
229.21,277.65,229.78,308.52,254.48,312.45,253.91,280.27,number
232.39,318.25,232.21,349.13,257.84,354.93,257.84,323.49,number
232.58,352.50,232.39,383.00,256.72,390.86,256.72,359.23,number
233.13,398.01,233.93,428.74,258.92,437.56,258.12,405.89,number
232.86,431.82,234.46,461.89,258.92,471.91,258.12,439.43,number
235.40,474.71,234.87,503.58,259.32,515.07,259.32,484.74,number
235.55,505.38,257.80,516.63,257.80,546.26,235.93,534.38,number
237.55,538.51,238.18,566.88,260.30,580.76,259.93,551.13,number
238.43,569.63,239.05,597.88,261.93,612.76,262.05,583.63,number
238.68,600.76,238.68,628.51,260.68,644.38,260.55,615.13,number
238.68,632.13,239.68,659.01,261.55,675.63,261.05,647.38,number
238.30,661.88,260.68,679.01,260.68,707.51,239.30,688.88,number
292.55,747.88,292.80,775.01,329.30,788.63,329.30,759.26,number
294.43,161.99,296.16,236.46,468.35,233.02,468.35,158.55,plate
