256.98,20.74,256.98,68.16,328.69,56.59,328.69,8.88,number
259.29,71.05,259.87,116.15,330.42,106.32,329.84,59.19,number
258.71,117.60,260.45,164.15,331.87,155.48,330.71,108.35,number
163.30,324.62,165.90,377.25,205.51,374.93,202.62,319.42,number
203.49,380.14,205.80,435.65,167.64,433.92,164.74,381.58,number
170.42,452.09,172.08,504.13,214.82,510.12,212.96,454.57,number
171.87,511.77,173.93,562.36,213.37,571.65,210.90,517.76,number
173.44,590.38,176.49,640.93,216.36,653.72,213.69,600.87,number
176.30,648.18,178.78,697.59,216.55,713.43,214.45,660.97,number
178.97,722.20,179.73,770.66,217.88,791.26,216.93,739.18,number
181.26,775.43,182.78,824.26,219.41,846.96,218.27,795.07,number
183.36,832.08,186.22,880.54,223.80,905.15,221.51,853.64,number
186.79,886.64,189.65,934.91,226.47,961.61,223.61,911.63,number
278.28,175.41,281.77,301.92,564.68,301.92,565.42,181.21,plate
