47.63,55.34,92.13,46.59,90.13,79.97,46.01,88.72,number
44.76,99.84,88.13,92.22,86.88,126.09,43.63,132.72,number
43.13,141.97,40.63,175.34,84.01,169.72,86.01,135.97,number
41.88,192.09,40.63,226.47,85.26,221.34,86.26,186.22,number
39.51,246.22,38.01,280.09,83.76,275.72,84.38,241.84,number
34.85,389.06,78.35,387.43,78.23,417.18,33.60,417.81,number
33.60,419.56,32.98,447.81,77.85,448.06,78.48,419.18,number
32.73,449.93,32.23,477.81,76.73,479.06,77.73,450.43,number
31.23,479.81,76.48,481.43,75.98,509.31,30.60,507.81,number
30.35,510.81,29.48,538.43,74.73,540.93,75.73,512.43,number
29.10,541.68,74.23,543.81,73.85,573.18,28.35,569.18,number
28.23,570.93,27.48,600.06,72.48,604.06,73.48,574.93,number
27.10,602.06,71.73,606.93,71.23,636.06,25.85,630.56,number
25.60,633.06,70.48,639.06,69.10,667.93,24.23,661.43,number
19.45,781.39,16.70,818.89,62.20,830.01,64.32,791.76,number
16.70,824.01,62.07,834.76,59.32,874.51,14.45,861.76,number
15.45,872.76,13.82,909.51,57.95,924.01,59.95,885.51,number
48.08,288.25,44.37,374.14,240.86,387.11,242.71,308.03,plate
19.65,675.81,13.89,763.90,213.12,766.52,217.84,681.58,plate
