21.65,88.90,21.78,110.26,46.32,105.75,46.32,84.39,number
24.09,122.43,24.46,143.31,49.21,139.06,49.09,118.43,number
24.21,147.93,24.46,168.18,49.84,164.43,49.59,144.06,number
24.84,172.56,24.96,192.18,49.71,189.18,49.71,169.68,number
26.96,200.68,27.59,220.93,51.71,218.06,51.34,198.18,number
28.09,231.43,28.34,251.68,52.84,247.93,52.59,227.81,number
31.23,310.79,32.23,326.54,56.73,325.41,55.98,309.16,number
32.36,327.79,32.98,342.79,57.48,341.91,56.86,327.04,number
32.86,344.29,33.36,359.16,57.61,358.41,57.23,343.16,number
33.61,360.16,34.23,375.79,58.61,375.16,57.73,359.41,number
34.23,376.54,34.36,392.29,59.48,392.41,58.86,376.16,number
35.36,393.54,35.86,408.66,59.98,408.54,59.48,393.16,number
25.70,31.74,25.70,78.03,131.15,86.23,130.57,40.53,plate
