115.28,111.94,114.71,141.94,151.35,138.03,152.02,108.19,number
115.32,145.94,114.77,176.63,151.16,172.40,151.72,142.26,number
115.32,183.25,114.77,213.21,151.90,210.63,152.08,180.12,number
112.38,235.26,112.57,264.67,147.49,263.02,147.86,233.61,number
114.77,272.02,114.59,302.17,150.80,300.88,150.61,270.74,number
116.28,309.79,116.10,340.10,152.13,340.27,152.47,309.44,number
114.89,359.15,114.54,388.77,151.09,390.33,151.26,360.02,number
114.89,404.01,115.06,432.93,150.22,435.71,150.40,405.92,number
116.10,437.78,115.93,467.75,152.99,470.00,151.78,439.34,number
114.89,486.45,114.72,515.90,152.30,518.67,151.43,488.70,number
115.24,528.02,115.24,557.46,151.09,561.27,150.57,531.14,number
115.24,568.38,115.58,597.82,153.51,603.02,153.34,572.01,number
115.06,609.08,114.54,638.35,151.78,643.89,151.61,614.10,number
115.24,648.74,114.54,677.84,152.13,684.59,151.78,654.80,number
114.20,688.23,113.85,716.29,150.57,724.26,150.74,694.98,number
113.94,797.76,113.07,821.56,148.33,831.29,149.41,807.07,number
113.51,823.07,112.86,847.08,149.84,857.68,150.49,833.45,number
112.14,24.62,110.47,93.68,270.86,103.14,270.86,34.64,plate
114.37,728.73,113.41,797.49,271.94,789.85,274.80,723.95,plate
