41.85,156.33,43.31,201.03,78.94,200.71,77.16,154.54,number
42.66,206.22,43.79,248.98,78.78,251.41,78.30,205.89,number
47.36,265.51,47.19,309.24,84.13,315.56,83.32,269.39,number
47.19,317.02,48.33,359.62,82.02,368.53,81.37,322.36,number
48.33,382.78,49.62,425.55,84.13,437.86,82.99,392.34,number
49.79,432.03,51.24,474.15,83.96,488.56,82.67,445.31,number
51.57,494.23,52.22,536.19,83.64,554.49,84.61,511.56,number
53.03,541.21,85.10,558.87,85.10,601.31,53.84,581.22,number
55.29,588.51,55.94,628.68,88.01,650.87,87.53,608.11,number
57.40,634.68,59.34,675.50,89.96,698.66,89.31,656.06,number
139.00,29.53,140.76,140.31,385.75,141.48,386.93,37.15,plate
