53.82,14.91,56.08,61.36,121.35,65.67,119.53,18.99,number
55.71,65.97,58.35,110.99,123.71,118.46,120.91,72.24,number
58.98,112.58,60.74,156.14,125.78,164.93,123.83,120.39,number
60.74,158.09,62.50,202.04,126.37,212.39,125.20,167.66,number
63.08,205.36,64.45,246.77,129.49,259.07,126.96,216.10,number
64.26,249.50,65.23,292.08,128.71,305.56,127.54,262.98,number
65.62,295.40,66.80,337.98,130.67,352.63,129.10,309.08,number
68.11,339.55,69.51,381.80,132.29,399.14,130.89,355.10,number
70.82,383.23,71.33,424.73,133.42,444.98,132.23,402.45,number
71.67,426.95,72.86,468.96,134.95,490.06,133.42,447.70,number
73.37,471.17,73.88,511.49,135.63,533.43,134.61,491.76,number
