115.84,24.56,115.96,44.18,140.71,41.18,140.71,21.68,number
117.96,52.68,118.59,72.93,142.71,70.06,142.34,50.18,number
119.09,83.43,119.34,103.68,143.84,99.93,143.59,79.81,number
122.23,162.79,123.23,178.54,147.73,177.41,146.98,161.16,number
123.36,179.79,123.98,194.79,148.48,193.91,147.86,179.04,number
123.86,196.29,124.36,211.16,148.61,210.41,148.23,195.16,number
124.61,212.16,125.23,227.79,149.61,227.16,148.73,211.41,number
125.23,228.54,125.36,244.29,150.48,244.41,149.86,228.16,number
126.36,245.54,126.86,260.66,150.98,260.54,150.48,245.16,number
126.86,261.66,127.11,276.66,151.73,276.91,151.23,261.41,number
127.48,277.91,127.48,292.41,152.23,293.04,151.61,278.16,number
127.61,293.54,127.98,309.66,153.36,310.54,152.61,294.66,number
130.52,370.93,130.39,391.18,155.27,393.55,155.02,372.43,number
131.27,394.18,130.89,413.18,154.64,415.80,154.64,396.43,number
131.89,418.68,131.52,438.05,156.52,440.55,156.14,421.18,number
131.02,451.55,131.14,472.05,155.02,476.18,154.64,454.93,number
134.02,476.18,134.14,496.68,157.52,500.05,157.27,479.80,number
126.55,108.19,128.27,154.75,235.15,153.98,233.12,108.78,plate
126.39,315.77,126.73,362.68,233.46,356.90,232.78,312.71,plate
