723.70,21.90,723.78,141.20,857.17,192.84,857.65,77.14,number
728.08,192.84,728.08,312.85,859.08,357.31,859.56,239.22,number
721.39,372.14,720.91,491.67,852.39,530.39,853.35,414.21,number
986.21,885.73,987.43,1004.28,1051.87,1035.29,1051.26,923.42,number
987.36,1019.50,987.85,1136.36,1052.88,1163.25,1052.88,1051.77,number
983.94,1191.12,984.92,1306.51,1050.44,1326.56,1049.46,1214.59,number
984.92,1322.16,985.41,1439.02,1050.93,1450.26,1050.44,1340.74,number
983.94,1504.05,983.94,1619.93,1049.95,1623.35,1048.48,1511.87,number
984.43,1632.64,985.90,1749.99,1053.37,1747.06,1049.95,1636.55,number
984.43,1763.19,981.98,1879.56,1050.93,1870.76,1052.39,1762.21,number
984.43,1893.25,982.96,2010.11,1048.97,1995.93,1050.44,1884.94,number
981.98,2025.27,981.01,2138.22,1048.97,2117.68,1050.44,2011.58,number
981.50,2153.38,981.01,2267.79,1045.06,2246.77,1047.50,2135.77,number
975.63,2293.70,975.63,2408.12,1042.61,2374.38,1041.64,2262.90,number
977.58,2421.81,977.58,2539.16,1044.57,2496.62,1042.61,2387.09,number
982.47,2551.87,983.45,2665.31,1047.01,2616.41,1044.08,2511.78,number
720.77,2893.44,715.57,3006.39,849.79,2968.11,851.68,2858.00,number
721.24,3040.89,717.46,3155.26,849.79,3111.79,853.10,3000.25,number
177.18,580.34,174.19,841.48,823.30,826.56,830.77,562.44,plate
