142.47,9.21,142.98,57.70,210.61,51.07,209.85,2.32,number
145.53,61.78,147.06,109.76,215.21,103.64,213.93,55.40,number
147.57,111.30,149.87,158.00,217.25,154.94,215.46,106.19,number
149.79,159.41,151.38,206.32,219.59,204.96,218.46,157.37,number
152.28,207.91,154.10,254.37,220.04,254.59,218.23,207.68,number
154.10,255.95,154.78,302.18,222.53,303.77,220.95,257.77,number
156.14,303.77,156.82,348.87,221.86,352.72,221.86,306.49,number
156.82,350.91,159.08,397.36,224.35,401.67,222.53,354.99,number
158.71,401.97,161.35,446.99,226.71,454.46,223.91,408.24,number
161.98,448.58,163.74,492.14,228.78,500.93,226.83,456.39,number
163.74,494.09,165.50,538.04,229.37,548.39,228.20,503.66,number
166.08,541.36,167.45,582.77,232.49,595.07,229.96,552.10,number
167.26,585.50,168.23,628.08,231.71,641.56,230.54,598.98,number
168.62,631.40,169.80,673.98,233.67,688.63,232.10,645.08,number
171.11,675.55,172.51,717.80,235.29,735.14,233.89,691.10,number
173.82,719.23,174.33,760.73,236.42,780.98,235.23,738.45,number
174.67,762.95,175.86,804.96,237.95,826.06,236.42,783.70,number
176.37,807.17,176.88,847.49,238.63,869.43,237.61,827.76,number
