509.94,93.12,510.92,208.51,576.44,228.56,575.46,116.59,number
510.92,224.16,511.41,341.02,576.93,352.26,576.44,242.74,number
509.94,406.05,509.94,521.93,575.95,525.35,574.48,413.87,number
510.43,534.64,511.90,651.99,579.37,649.06,575.95,538.55,number
510.43,665.19,507.98,781.56,576.93,772.76,578.39,664.21,number
510.43,795.25,508.96,912.11,574.97,897.93,576.44,786.94,number
507.98,927.27,507.01,1040.22,574.97,1019.68,576.44,913.58,number
507.50,1055.38,507.01,1169.79,571.06,1148.77,573.50,1037.77,number
501.63,1195.70,501.63,1310.12,568.61,1276.38,567.64,1164.90,number
503.58,1323.81,503.58,1441.16,570.57,1398.62,568.61,1289.09,number
508.47,1453.87,509.45,1567.31,573.01,1518.41,570.08,1413.78,number
246.77,1795.44,241.57,1908.39,375.79,1870.11,377.68,1760.00,number
