4.68,15.44,4.31,32.82,31.18,28.57,31.18,10.82,number
5.18,102.32,3.93,124.57,31.31,121.82,31.81,99.94,number
4.31,128.19,4.06,150.32,30.31,147.82,30.93,125.57,number
4.31,155.19,3.81,177.69,30.56,175.69,30.68,154.07,number
2.81,193.69,2.81,214.69,28.93,213.44,29.06,192.57,number
4.43,220.19,4.68,242.32,31.18,241.57,30.93,219.57,number
5.06,248.07,5.06,271.07,32.06,270.57,32.06,248.32,number
4.31,284.94,4.06,306.44,30.43,307.07,30.31,285.69,number
4.68,318.32,4.56,339.19,30.43,340.32,31.06,318.94,number
4.81,342.94,5.18,364.57,32.18,365.69,31.43,343.57,number
