236.94,33.82,296.31,22.48,296.53,63.39,236.49,73.62,number
240.25,74.78,241.06,114.05,298.46,106.40,299.67,66.52,number
240.95,117.83,241.43,155.89,301.21,149.09,300.24,108.92,number
241.60,158.00,242.24,197.85,303.31,189.42,301.69,150.87,number
157.85,331.33,159.31,376.03,194.94,375.71,193.16,329.54,number
158.66,381.22,159.79,423.98,194.78,426.41,194.30,380.89,number
163.36,440.51,163.19,484.24,200.13,490.56,199.32,444.39,number
163.19,492.02,164.33,534.62,198.02,543.53,197.37,497.36,number
164.33,557.78,165.62,600.55,200.13,612.86,198.99,567.34,number
255.00,204.53,256.76,315.31,501.75,316.48,502.93,212.15,plate
