341.73,125.41,342.97,177.10,389.40,170.60,387.54,122.00,number
343.90,178.03,345.45,225.38,389.71,219.81,388.16,171.84,number
345.75,227.55,346.68,274.29,392.18,269.96,389.09,221.98,number
346.37,275.84,346.99,323.20,391.57,320.10,390.33,272.12,number
348.21,324.52,349.72,371.86,393.12,369.13,391.91,321.48,number
349.72,372.77,351.54,419.20,396.46,418.29,394.64,370.95,number
351.56,420.75,354.25,467.91,398.72,467.37,396.29,420.48,number
355.60,469.26,357.49,515.06,400.87,514.79,398.72,469.79,number
357.49,516.14,358.57,562.49,403.03,562.49,401.14,516.68,number
359.11,563.57,360.99,611.80,405.99,611.80,403.57,564.38,number
362.07,613.42,363.15,660.58,408.42,665.16,406.53,618.27,number
366.38,713.66,411.92,719.32,410.03,673.51,365.30,667.85,number
365.98,715.60,366.73,759.41,411.04,766.13,409.55,720.33,number
366.98,761.40,369.22,806.21,413.78,813.43,411.29,768.13,number
369.22,808.45,371.21,852.77,416.77,858.99,414.77,814.68,number
371.71,853.51,372.45,896.83,417.01,905.54,416.52,860.73,number
372.20,898.57,372.95,942.39,417.76,952.10,416.52,908.03,number
374.44,943.88,375.19,986.95,419.50,998.65,418.26,954.09,number
374.94,988.94,375.78,1032.81,419.75,1044.53,418.39,1000.11,number
377.58,1036.86,378.94,1080.83,421.55,1093.46,420.65,1049.72,number
381.27,1084.93,382.39,1127.32,425.92,1140.18,424.12,1097.78,number
383.70,1129.30,385.05,1171.82,429.08,1184.98,427.06,1142.29,number
385.22,1173.84,386.40,1215.34,429.42,1229.51,428.07,1186.66,number
386.40,1217.37,386.90,1259.71,431.44,1275.24,429.92,1232.05,number
387.24,1262.08,388.76,1304.42,432.45,1319.61,431.27,1277.09,number
389.43,1306.22,390.19,1348.55,434.81,1364.44,433.44,1322.27,number
390.74,1350.56,392.03,1392.75,435.09,1408.30,433.22,1365.53,number
393.04,1395.05,394.63,1436.09,436.96,1452.50,435.23,1410.03,number
394.19,1438.25,395.49,1479.00,438.97,1497.28,437.53,1456.25,number
397.22,1485.48,398.08,1527.81,440.13,1547.97,440.27,1506.36,number
397.65,1530.84,397.79,1572.45,441.28,1593.62,440.27,1551.86,number
397.22,1576.91,398.37,1618.09,440.27,1638.54,438.69,1596.35,number
398.37,1621.12,399.23,1660.43,442.00,1683.04,440.41,1641.13,number
399.23,1663.60,400.67,1704.06,442.00,1725.22,440.41,1685.34,number
401.68,1707.08,402.26,1747.40,444.45,1770.01,443.29,1728.68,number
402.98,1749.70,403.98,1789.88,444.73,1813.20,444.01,1773.17,number
403.70,1791.32,403.84,1831.35,445.74,1855.97,445.74,1815.36,number
405.28,1833.51,405.14,1874.54,445.17,1899.60,445.31,1858.56,number
405.28,1876.56,405.71,1916.88,445.02,1944.09,445.17,1901.33,number
407.15,1922.06,407.58,1961.23,448.19,1989.59,447.76,1948.27,number
407.39,1969.70,408.29,2009.23,449.84,2037.30,448.94,1994.85,number
408.29,2011.70,409.64,2051.90,451.86,2081.54,449.84,2039.55,number
409.86,2054.37,410.76,2092.77,451.19,2121.29,450.74,2082.89,number
410.76,2095.02,410.99,2133.64,451.19,2164.19,451.19,2123.99,number
411.60,2136.32,411.24,2176.17,452.52,2205.61,452.16,2166.84,number
412.76,2178.50,413.29,2216.65,452.77,2248.12,452.50,2208.91,number
413.56,2218.78,414.36,2257.46,453.04,2287.60,452.50,2250.25,number
414.89,2260.92,415.16,2298.53,456.50,2330.81,456.50,2292.66,number
664.91,2339.73,666.66,2379.00,729.50,2345.83,727.31,2307.43,number
664.13,2297.88,664.86,2335.86,727.66,2304.45,726.93,2266.84,number
663.03,2256.25,664.13,2294.23,726.93,2263.92,725.84,2226.31,number
662.09,2213.84,662.80,2252.50,726.17,2222.43,726.17,2184.49,number
663.65,2170.46,663.98,2210.48,726.15,2183.36,725.82,2141.69,number
661.99,2128.13,663.32,2168.81,725.82,2140.37,724.83,2101.01,number
662.32,2086.46,662.32,2126.15,725.16,2099.36,725.16,2058.68,number
662.24,2043.47,662.24,2083.50,726.09,2056.91,726.40,2016.28,number
663.18,1999.70,663.35,2040.44,725.81,2013.69,725.38,1973.69,number
659.49,1955.94,659.28,1995.30,723.03,1971.12,722.82,1929.84,number
659.43,1904.24,659.49,1945.24,722.78,1920.03,723.13,1880.55,number
659.25,1860.89,659.60,1901.61,722.96,1877.39,722.08,1837.02,number
658.37,1817.66,659.19,1859.16,722.86,1834.52,722.37,1794.67,number
657.34,1774.32,657.97,1815.05,722.26,1792.49,722.01,1751.26,number
656.84,1729.45,657.59,1771.93,721.64,1749.50,721.01,1708.27,number
656.59,1686.21,656.97,1727.07,720.76,1706.01,721.14,1666.53,number
656.09,1642.47,656.84,1684.33,720.76,1663.90,720.13,1622.54,number
656.84,1599.73,656.72,1640.71,720.26,1620.16,721.01,1580.06,number
655.59,1553.23,655.84,1595.60,720.01,1576.04,720.51,1535.56,number
655.21,1508.24,655.09,1550.10,719.63,1532.68,720.26,1492.32,number
653.21,1461.24,655.59,1503.85,718.76,1485.18,717.50,1444.82,number
652.08,1416.75,653.21,1459.24,717.75,1440.56,717.38,1398.83,number
651.10,1371.82,651.40,1414.52,716.79,1397.53,715.44,1355.59,number
650.05,1327.63,650.65,1369.72,714.99,1353.49,714.69,1312.30,number
648.25,1282.23,648.40,1325.38,714.54,1309.44,713.19,1267.65,number
649.15,1237.59,649.60,1279.83,714.09,1265.40,713.79,1223.16,number
647.05,1192.79,648.25,1235.48,712.74,1221.35,712.58,1179.56,number
646.59,1146.19,647.65,1189.79,713.04,1177.16,711.08,1134.92,number
645.31,1100.87,645.31,1144.98,711.14,1132.72,711.63,1087.96,number
639.75,1052.51,639.91,1099.23,706.40,1087.47,705.75,1043.36,number
638.93,1003.99,638.93,1050.23,706.40,1039.28,707.38,995.99,number
640.89,957.76,641.22,1002.03,707.22,994.52,705.91,950.25,number
637.52,911.43,637.81,956.11,706.42,948.42,705.26,904.90,number
636.21,864.86,637.37,909.54,705.70,902.43,705.55,858.48,number
634.57,819.53,635.72,863.62,704.75,857.16,703.60,813.29,number
633.87,771.74,634.34,817.22,704.52,810.99,703.13,766.20,number
632.72,725.11,633.64,769.89,704.29,764.35,701.98,721.41,number
632.86,676.17,633.98,723.18,702.13,719.84,701.29,673.94,number
633.44,624.16,632.39,672.72,699.22,670.89,700.00,624.16,number
628.74,572.22,630.04,621.29,698.43,615.81,697.65,570.39,number
626.51,523.19,627.31,570.39,696.91,567.99,695.84,522.93,number
626.11,475.50,626.65,522.11,695.88,521.29,694.52,474.69,number
622.75,425.45,625.21,474.06,695.05,473.44,692.28,426.68,number
621.46,375.97,622.17,424.01,692.58,425.68,690.91,378.35,number
619.82,328.59,620.40,374.84,691.29,376.86,689.98,330.97,number
618.78,279.21,619.00,326.18,689.79,329.21,688.92,282.89,number
616.40,229.20,617.27,275.31,688.49,280.72,687.84,233.97,number
616.49,128.34,614.74,177.71,688.05,184.94,686.55,137.06,number
616.06,178.77,615.37,227.14,687.94,232.90,687.48,185.91,number
