27.39,173.24,32.51,218.32,55.20,206.49,50.41,159.50,number
30.59,223.11,53.60,210.32,57.76,256.04,35.06,267.23,number
38.26,279.70,41.46,324.13,68.31,317.42,63.83,271.06,number
70.23,370.48,65.75,323.81,41.46,330.20,46.57,373.68,number
47.46,395.08,51.45,437.98,77.61,437.85,73.49,393.75,number
50.91,443.56,55.56,485.92,80.80,488.58,76.55,445.15,number
56.89,505.45,59.41,546.35,84.91,553.52,82.13,511.82,number
60.88,551.13,64.46,591.11,87.30,600.41,84.38,558.70,number
65.52,597.22,69.51,637.86,92.35,648.88,88.23,606.78,number
70.17,643.84,74.69,683.68,98.33,696.83,93.95,655.26,number
72.22,687.78,75.85,726.78,100.72,743.53,97.35,702.28,number
76.60,732.15,80.10,770.53,103.47,788.78,100.47,747.65,number
106.86,33.94,114.65,144.96,365.26,141.72,358.77,34.59,plate
