142.09,22.43,142.46,43.31,167.21,39.06,167.09,18.43,number
142.21,47.93,142.46,68.18,167.84,64.43,167.59,44.06,number
142.84,72.56,142.96,92.18,167.71,89.18,167.71,69.68,number
144.96,100.68,145.59,120.93,169.71,118.06,169.34,98.18,number
146.09,131.43,146.34,151.68,170.84,147.93,170.59,127.81,number
149.23,210.79,150.23,226.54,174.73,225.41,173.98,209.16,number
150.36,227.79,150.98,242.79,175.48,241.91,174.86,227.04,number
150.86,244.29,151.36,259.16,175.61,258.41,175.23,243.16,number
151.61,260.16,152.23,275.79,176.61,275.16,175.73,259.41,number
152.23,276.54,152.36,292.29,177.48,292.41,176.86,276.16,number
153.36,293.54,153.86,308.66,177.98,308.54,177.48,293.16,number
153.86,309.66,154.11,324.66,178.73,324.91,178.23,309.41,number
154.48,325.91,154.48,340.41,179.23,341.04,178.61,326.16,number
154.61,341.54,154.98,357.66,180.36,358.54,179.61,342.66,number
157.52,418.93,157.39,439.18,182.27,441.55,182.02,420.43,number
158.27,442.18,157.89,461.18,181.64,463.80,181.64,444.43,number
153.55,156.19,155.27,202.75,262.15,201.98,260.12,156.78,plate
153.39,363.77,153.73,410.68,260.46,404.90,259.78,360.71,plate
