62.09,133.49,64.84,169.12,88.84,160.62,85.09,121.87,number
65.34,171.87,88.09,164.49,90.47,198.74,67.72,206.74,number
70.47,218.37,72.22,252.87,95.84,247.87,93.84,212.24,number
72.09,257.74,96.34,254.99,99.22,290.99,75.59,292.99,number
76.47,311.12,100.97,309.12,103.84,344.37,79.34,344.99,number
78.09,348.74,102.47,348.37,105.84,383.12,82.34,382.37,number
82.59,396.62,107.34,398.74,108.84,433.99,84.47,430.87,number
85.72,433.24,108.72,437.24,111.59,470.74,87.84,465.62,number
88.72,469.62,112.59,474.62,115.34,507.74,91.22,502.12,number
91.72,504.62,94.22,538.12,118.72,544.99,116.22,511.12,number
93.47,540.87,95.34,572.12,119.47,581.37,117.09,548.37,number
95.97,574.62,97.22,606.49,121.09,617.12,119.47,584.37,number
97.72,609.12,99.72,640.12,122.34,650.99,120.09,618.99,number
160.34,701.37,162.34,730.74,201.97,739.62,200.34,709.12,number
129.06,25.06,134.18,112.52,328.53,110.48,324.44,27.62,plate
