29.85,56.06,73.35,54.43,73.23,84.18,28.60,84.81,number
28.60,86.56,27.98,114.81,72.85,115.06,73.48,86.18,number
27.73,116.93,27.23,144.81,71.73,146.06,72.73,117.43,number
26.23,146.81,71.48,148.43,70.98,176.31,25.60,174.81,number
25.35,177.81,24.48,205.43,69.73,207.93,70.73,179.43,number
24.10,208.68,69.23,210.81,68.85,240.18,23.35,236.18,number
23.23,237.93,22.48,267.06,67.48,271.06,68.48,241.93,number
22.10,269.06,66.73,273.93,66.23,303.06,20.85,297.56,number
20.60,300.06,65.48,306.06,64.10,334.93,19.23,328.43,number
14.45,448.39,11.70,485.89,57.20,497.01,59.32,458.76,number
11.70,491.01,57.07,501.76,54.32,541.51,9.45,528.76,number
