239.98,22.74,239.98,70.16,311.69,58.59,311.69,10.88,number
242.29,73.05,242.87,118.15,313.42,108.32,312.84,61.19,number
241.71,119.60,243.45,166.15,314.87,157.48,313.71,110.35,number
146.30,326.62,148.90,379.25,188.51,376.93,185.62,321.42,number
186.49,382.14,188.80,437.65,150.64,435.92,147.74,383.58,number
153.42,454.09,155.08,506.13,197.82,512.12,195.96,456.57,number
154.87,513.77,156.93,564.36,196.37,573.65,193.90,519.76,number
156.44,592.38,159.49,642.93,199.36,655.72,196.69,602.87,number
159.30,650.18,161.78,699.59,199.55,715.43,197.45,662.97,number
161.97,724.20,162.73,772.66,200.88,793.26,199.93,741.18,number
164.26,777.43,165.78,826.26,202.41,848.96,201.27,797.07,number
261.28,177.41,264.77,303.92,547.68,303.92,548.42,183.21,plate
