22.24,70.93,21.12,107.11,74.05,100.64,74.27,63.79,number
23.42,110.84,23.42,144.60,74.66,137.73,75.64,103.57,number
24.60,145.78,24.01,180.72,75.45,175.42,75.84,139.69,number
26.37,181.70,25.78,215.47,77.02,211.74,78.59,176.60,number
26.17,216.64,25.78,250.41,78.19,246.68,77.80,212.91,number
28.62,252.16,28.99,285.27,79.31,282.87,79.86,248.83,number
25.29,286.20,24.74,319.13,74.13,317.65,73.94,284.17,number
27.33,320.61,26.22,354.27,76.72,354.09,78.01,320.24,number
27.70,354.64,28.07,387.75,78.01,388.31,78.01,355.38,number
27.88,388.86,28.44,422.53,79.31,422.53,78.38,388.86,number
