227.11,36.57,228.99,84.80,273.99,84.80,271.57,37.38,number
230.07,86.42,231.15,133.58,276.42,138.16,274.53,91.27,number
234.38,186.66,279.92,192.32,278.03,146.51,233.30,140.85,number
233.98,188.60,234.73,232.41,279.04,239.13,277.55,193.33,number
234.98,234.40,237.22,279.21,281.78,286.43,279.29,241.13,number
237.22,281.45,239.21,325.77,284.77,331.99,282.77,287.68,number
239.71,326.51,240.45,369.83,285.01,378.54,284.52,333.73,number
240.20,371.57,240.95,415.39,285.76,425.10,284.52,381.03,number
242.44,416.88,243.19,459.95,287.50,471.65,286.26,427.09,number
242.94,461.94,243.78,505.81,287.75,517.53,286.39,473.11,number
245.58,509.86,246.94,553.83,289.55,566.46,288.65,522.72,number
249.27,557.93,250.39,600.32,293.92,613.18,292.12,570.78,number
251.70,602.30,253.05,644.82,297.08,657.98,295.06,615.29,number
253.22,646.84,254.40,688.34,297.42,702.51,296.07,659.66,number
254.40,690.37,254.90,732.71,299.44,748.24,297.92,705.05,number
255.24,735.08,256.76,777.42,300.45,792.61,299.27,750.09,number
257.43,779.22,258.19,821.55,302.81,837.44,301.44,795.27,number
258.74,823.56,260.03,865.75,303.09,881.30,301.22,838.53,number
519.10,844.82,519.40,887.52,584.79,870.53,583.44,828.59,number
518.05,800.63,518.65,842.72,582.99,826.49,582.69,785.30,number
516.25,755.23,516.40,798.38,582.54,782.44,581.19,740.65,number
517.15,710.59,517.60,752.83,582.09,738.40,581.79,696.16,number
515.05,665.79,516.25,708.48,580.74,694.35,580.58,652.56,number
514.59,619.19,515.65,662.79,581.04,650.16,579.08,607.92,number
513.31,573.87,513.31,617.98,579.14,605.72,579.63,560.96,number
507.75,525.51,507.91,572.23,574.40,560.47,573.75,516.36,number
506.93,476.99,506.93,523.23,574.40,512.28,575.38,468.99,number
508.89,430.76,509.22,475.03,575.22,467.52,573.91,423.25,number
505.52,384.43,505.81,429.11,574.42,421.42,573.26,377.90,number
504.21,337.86,505.37,382.54,573.70,375.43,573.55,331.48,number
502.57,292.53,503.72,336.62,572.75,330.16,571.60,286.29,number
501.87,244.74,502.34,290.22,572.52,283.99,571.13,239.20,number
500.72,198.11,501.64,242.89,572.29,237.35,569.98,194.41,number
500.86,149.17,501.98,196.18,570.13,192.84,569.29,146.94,number
501.44,97.16,500.39,145.72,567.22,143.89,568.00,97.16,number
496.74,45.22,498.04,94.29,566.43,88.81,565.65,43.39,number
