39.93,26.53,47.45,91.26,108.14,78.55,102.94,13.23,number
50.92,112.65,57.85,172.19,116.81,164.67,110.45,100.51,number
59.01,210.91,65.37,268.71,124.32,264.09,117.39,203.98,number
71.25,295.15,78.54,354.40,138.70,354.40,130.95,293.33,number
78.54,361.69,86.29,420.49,148.73,423.22,139.61,363.06,number
85.38,442.36,92.21,499.79,152.37,504.35,145.54,447.38,number
98.59,533.97,105.43,586.84,164.22,598.23,157.84,543.09,number
105.89,599.14,111.35,651.10,171.51,662.50,166.96,610.08,number
114.09,670.70,119.10,722.20,178.35,738.15,172.88,685.74,number
124.12,753.65,130.95,804.24,189.75,824.29,184.28,770.97,number
145.73,840.34,158.45,955.40,455.19,908.77,449.74,794.92,plate
