163.01,27.35,208.02,17.70,209.43,47.25,164.82,57.90,number
164.21,61.11,210.84,50.06,212.44,81.01,166.02,91.66,number
109.09,202.49,111.84,238.12,135.84,229.62,132.09,190.87,number
112.34,240.87,135.09,233.49,137.47,267.74,114.72,275.74,number
117.47,287.37,119.22,321.87,142.84,316.87,140.84,281.24,number
119.09,326.74,143.34,323.99,146.22,359.99,122.59,361.99,number
123.47,380.12,147.97,378.12,150.84,413.37,126.34,413.99,number
125.09,417.74,149.47,417.37,152.84,452.12,129.34,451.37,number
129.59,465.62,154.34,467.74,155.84,502.99,131.47,499.87,number
132.72,502.24,155.72,506.24,158.59,539.74,134.84,534.62,number
135.72,538.62,159.59,543.62,162.34,576.74,138.22,571.12,number
138.72,573.62,141.22,607.12,165.72,613.99,163.22,580.12,number
140.47,609.87,142.34,641.12,166.47,650.37,164.09,617.37,number
142.97,643.62,144.22,675.49,168.09,686.12,166.47,653.37,number
176.06,94.06,181.18,181.52,375.53,179.48,371.44,96.62,plate
